卫星数量,方法编号,方法,候选通信转发节点比例,实际参与转发节点比例,实际参与转发唯一卫星数,实际下传唯一卫星数,平均每时刻ISL发送卫星数,最大每时刻ISL发送卫星数,平均每时刻ISL接收卫星数,最大每时刻ISL接收卫星数,平均每时刻下传卫星数,最大每时刻下传卫星数,平均交付中继跳数,最大观测中继跳数,TTL丢弃数据量(MB),熔断丢弃数据量(MB),在线调度时间(s),方法总运行时间(s),交付率,丢包率
100,M1,M1 Full Graph + Greedy,1.0,0.13,13,2,0.136986301369863,1,0.136986301369863,1,0.0273972602739726,1,1.0,4,0.0,8000.0,0.0027926000766456127,0.0057718000607565045,0.25,0.6153846153846154
500,M1,M1 Full Graph + Greedy,1.0,0.046,23,5,0.2602739726027397,3,0.2602739726027397,3,0.0821917808219178,2,1.5833333333333333,4,0.0,8000.0,0.00596850027795881,0.00927929999306798,0.6,0.4
1000,M1,M1 Full Graph + Greedy,1.0,0.032,32,4,0.3424657534246575,5,0.3424657534246575,5,0.0547945205479452,1,1.75,4,750.0,11250.0,0.00971360004041344,0.014354899991303682,0.4,0.6
2000,M1,M1 Full Graph + Greedy,1.0,0.0175,35,7,0.3561643835616438,6,0.3561643835616438,6,0.0958904109589041,3,2.140625,4,3250.0,750.0,0.011341999750584364,0.016836200025863945,0.8,0.2
3000,M1,M1 Full Graph + Greedy,1.0,0.013666666666666667,41,10,0.4383561643835616,10,0.4383561643835616,10,0.136986301369863,4,2.1509433962264155,4,666.6666666666666,1666.6666666666665,0.016090599936433136,0.022545899963006377,0.8833333333333332,0.11666666666666665
4000,M1,M1 Full Graph + Greedy,1.0,0.009,36,11,0.3972602739726027,9,0.3972602739726027,9,0.1506849315068493,4,1.980392156862745,4,0.0,3000.0,0.017049400019459426,0.02419000002555549,0.85,0.15
5000,M1,M1 Full Graph + Greedy,1.0,0.0098,49,16,0.589041095890411,12,0.589041095890411,12,0.2191780821917808,4,2.2470588235294118,4,0.0,3000.0,0.023799100308679044,0.03173030004836619,0.85,0.15
6000,M1,M1 Full Graph + Greedy,1.0,0.011,66,20,0.7671232876712328,16,0.7671232876712328,16,0.273972602739726,4,2.1882352941176473,4,0.0,3000.0,0.033555000089108944,0.04286399995908141,0.85,0.15
7000,M1,M1 Full Graph + Greedy,1.0,0.010714285714285714,75,22,0.8493150684931506,17,0.8493150684931506,17,0.3013698630136986,4,2.2745098039215685,4,1000.0,2000.0,0.03765069996006787,0.047730699996463954,0.85,0.15
8000,M1,M1 Full Graph + Greedy,1.0,0.0115,92,24,1.0410958904109588,20,1.0410958904109588,20,0.3424657534246575,4,2.2650943396226415,4,666.6666666666666,1666.6666666666665,0.04792680044192821,0.05852879991289228,0.8833333333333332,0.11666666666666665
9000,M1,M1 Full Graph + Greedy,1.0,0.011888888888888888,107,25,1.2602739726027397,24,1.2602739726027397,24,0.3561643835616438,4,2.3876739562624256,4,2166.6666666666665,1066.6666666666665,0.06238769961055368,0.07368419994600117,0.8383333333333334,0.16166666666666665
10000,M1,M1 Full Graph + Greedy,1.0,0.0119,119,27,1.356164383561644,28,1.356164383561644,28,0.3698630136986301,4,2.6531206657420237,4,1666.6666666666665,1166.6666666666665,0.0702839995501563,0.08339180005714297,0.8583333333333337,0.14166666666666666
11000,M1,M1 Full Graph + Greedy,1.0,0.012818181818181819,141,27,1.6849315068493151,34,1.6849315068493151,34,0.3698630136986301,4,2.660299943406905,4,900.0,2271.4285714285716,0.09077109966892749,0.10507210006471723,0.8414285714285714,0.15857142857142859
12000,M1,M1 Full Graph + Greedy,1.0,0.013166666666666667,158,28,2.0136986301369864,39,2.0136986301369864,39,0.3835616438356164,4,2.83859351832239,4,650.0,2489.285714285714,0.10986729932483286,0.1249256000155583,0.8430357142857144,0.15696428571428572
13000,M1,M1 Full Graph + Greedy,1.0,0.013461538461538462,175,28,2.2054794520547945,43,2.2054794520547945,43,0.3835616438356164,4,2.7797639708434576,4,1138.888888888889,2855.555555555555,0.1302481001475826,0.14555229991674423,0.800277777777778,0.19972222222222222
14000,M1,M1 Full Graph + Greedy,1.0,0.013428571428571429,188,28,2.3972602739726026,46,2.3972602739726026,46,0.3835616438356164,4,2.8567365801635267,4,1863.888888888889,2508.3333333333335,0.14639159990474582,0.16214570007286966,0.7813888888888889,0.21861111111111114
15000,M1,M1 Full Graph + Greedy,1.0,0.012666666666666666,190,28,2.506849315068493,48,2.506849315068493,48,0.3835616438356164,4,2.796090115519314,4,2063.888888888889,2752.777777777778,0.15765679930336773,0.17466890008654445,0.7591666666666669,0.2408333333333334
16000,M1,M1 Full Graph + Greedy,1.0,0.0133125,213,28,2.767123287671233,53,2.767123287671233,53,0.3835616438356164,4,2.8111797752808987,4,2641.269841269841,3231.7460317460313,0.17642399983014911,0.19499409990385175,0.7063492063492065,0.29365079365079366
17000,M1,M1 Full Graph + Greedy,1.0,0.013235294117647059,225,28,2.9863013698630136,57,2.9863013698630136,57,0.3835616438356164,4,2.88750424832899,4,2066.6666666666665,3922.222222222222,0.200895200134255,0.22017220000270754,0.7005555555555557,0.29944444444444446
18000,M1,M1 Full Graph + Greedy,1.0,0.01361111111111111,245,28,3.2054794520547945,61,3.2054794520547945,61,0.3835616438356164,4,2.8737060041407863,4,3000.0,3200.0,0.22703569976147264,0.24737829994410276,0.6900000000000001,0.31
19000,M1,M1 Full Graph + Greedy,1.0,0.013157894736842105,250,28,3.2739726027397262,62,3.2739726027397262,62,0.3835616438356164,4,2.9047619047619038,4,3100.0,3500.0,0.23951400071382523,0.2604744000127539,0.6700000000000002,0.33
20000,M1,M1 Full Graph + Greedy,1.0,0.01265,253,28,3.328767123287671,63,3.328767123287671,63,0.3835616438356164,4,2.9114086632630114,4,2427.2727272727275,4090.909090909091,0.2559457989409566,0.27900690003298223,0.6740909090909093,0.3259090909090909
100,M2,M2 Top-K Graph + Greedy,1.0,0.13,13,2,0.136986301369863,1,0.136986301369863,1,0.0273972602739726,1,1.0,4,0.0,8000.0,0.0025068004615604877,0.005424699978902936,0.25,0.6153846153846154
500,M2,M2 Top-K Graph + Greedy,1.0,0.046,23,5,0.2602739726027397,3,0.2602739726027397,3,0.0821917808219178,2,1.5833333333333333,4,0.0,8000.0,0.004214399494230747,0.007416400010697544,0.6,0.4
1000,M2,M2 Top-K Graph + Greedy,1.0,0.032,32,4,0.3424657534246575,5,0.3424657534246575,5,0.0547945205479452,1,1.75,4,750.0,11250.0,0.0052880001021549106,0.009205700014717877,0.4,0.6
2000,M2,M2 Top-K Graph + Greedy,1.0,0.0165,33,7,0.3287671232876712,5,0.3287671232876712,5,0.0958904109589041,3,1.921875,4,3250.0,750.0,0.005434899590909481,0.010601499932818115,0.8,0.2
3000,M2,M2 Top-K Graph + Greedy,1.0,0.014,42,9,0.4657534246575342,9,0.4657534246575342,9,0.1232876712328767,3,2.274509803921569,4,666.6666666666666,2333.333333333333,0.007372500258497894,0.013621099991723895,0.85,0.14999999999999997
4000,M2,M2 Top-K Graph + Greedy,1.0,0.01025,41,12,0.4246575342465753,9,0.4246575342465753,9,0.1643835616438356,4,2.2450980392156867,4,0.0,3000.0,0.006911999895237386,0.013481199974194169,0.85,0.15
5000,M2,M2 Top-K Graph + Greedy,1.0,0.0102,51,17,0.6027397260273972,12,0.6027397260273972,12,0.2328767123287671,4,2.288235294117647,4,0.0,3000.0,0.008112899609841406,0.015666300081647933,0.85,0.15
6000,M2,M2 Top-K Graph + Greedy,1.0,0.0115,69,21,0.821917808219178,17,0.821917808219178,17,0.2876712328767123,4,2.3294117647058825,4,0.0,3000.0,0.011177199659869075,0.020527199958451092,0.85,0.15
7000,M2,M2 Top-K Graph + Greedy,1.0,0.010142857142857143,71,23,0.9041095890410958,18,0.9041095890410958,18,0.3150684931506849,4,2.4392156862745096,4,1000.0,2000.0,0.012719899881631136,0.022670299978926778,0.85,0.15
8000,M2,M2 Top-K Graph + Greedy,1.0,0.0115,92,24,1.082191780821918,21,1.082191780821918,21,0.3287671232876712,4,2.271875,4,666.6666666666666,3333.333333333333,0.012754900264553726,0.022734099999070168,0.8,0.19999999999999998
9000,M2,M2 Top-K Graph + Greedy,1.0,0.012,108,24,1.3150684931506849,25,1.3150684931506849,25,0.3287671232876712,4,2.376068376068376,4,2166.6666666666665,2233.333333333333,0.01532760076224804,0.026416699984110892,0.78,0.22
10000,M2,M2 Top-K Graph + Greedy,1.0,0.0115,115,24,1.3972602739726028,29,1.3972602739726028,29,0.3287671232876712,4,2.577963525835866,4,1666.6666666666665,2666.6666666666665,0.016500300145708025,0.028300600009970367,0.7833333333333334,0.21666666666666665
11000,M2,M2 Top-K Graph + Greedy,1.0,0.012636363636363637,139,24,1.726027397260274,35,1.726027397260274,35,0.3287671232876712,4,2.592767295597484,4,1042.857142857143,3814.285714285714,0.0203393999254331,0.03382819995749742,0.7571428571428572,0.24285714285714285
12000,M2,M2 Top-K Graph + Greedy,1.0,0.013416666666666667,161,24,2.0547945205479454,40,2.0547945205479454,40,0.3287671232876712,4,2.760857409133271,4,747.2222222222222,4350.0,0.02340879908297211,0.03785110008902848,0.745138888888889,0.25486111111111115
13000,M2,M2 Top-K Graph + Greedy,1.0,0.013615384615384616,177,26,2.232876712328767,44,2.232876712328767,44,0.3561643835616438,4,2.7377110694183866,4,666.6666666666667,4527.777777777777,0.025195000460371375,0.040230599930509925,0.740277777777778,0.2597222222222222
14000,M2,M2 Top-K Graph + Greedy,1.0,0.013428571428571429,188,26,2.3972602739726026,46,2.3972602739726026,46,0.3561643835616438,4,2.821222606689735,4,1672.2222222222222,3877.777777777778,0.025552300037816167,0.04114879993721843,0.7225000000000001,0.2775
15000,M2,M2 Top-K Graph + Greedy,1.0,0.012933333333333333,194,26,2.506849315068493,48,2.506849315068493,48,0.3561643835616438,4,2.708684582743989,4,1747.2222222222222,4225.0,0.027923399698920548,0.04465539997909218,0.7013888888888891,0.2986111111111111
16000,M2,M2 Top-K Graph + Greedy,1.0,0.013375,214,25,2.7945205479452055,53,2.7945205479452055,53,0.3424657534246575,4,2.7858910891089113,4,2374.6031746031745,4158.730158730159,0.03001019940711558,0.047945300000719726,0.6733333333333335,0.32666666666666666
17000,M2,M2 Top-K Graph + Greedy,1.0,0.013352941176470588,227,23,3.0,57,3.0,57,0.3287671232876712,4,2.8096059113300487,4,2783.333333333333,4327.777777777777,0.03310740028973669,0.05221499991603196,0.6444444444444446,0.35555555555555557
18000,M2,M2 Top-K Graph + Greedy,1.0,0.013666666666666667,246,24,3.219178082191781,61,3.219178082191781,61,0.3287671232876712,4,2.801339285714285,4,3000.0,4200.0,0.03362640039995313,0.05273780005518347,0.6400000000000001,0.36
19000,M2,M2 Top-K Graph + Greedy,1.0,0.013105263157894736,249,26,3.2739726027397262,62,3.2739726027397262,62,0.3561643835616438,4,2.862310815799187,4,2900.0,4200.0,0.03660609957296401,0.05734830000437796,0.6450000000000001,0.355
20000,M2,M2 Top-K Graph + Greedy,1.0,0.01275,255,25,3.328767123287671,63,3.328767123287671,63,0.3424657534246575,4,2.8468707482993185,4,2290.909090909091,4981.818181818182,0.03582629992160946,0.057811400038190186,0.6363636363636366,0.3636363636363636
100,M3,M3 Full Graph + Hungarian,1.0,0.13,13,2,0.136986301369863,1,0.136986301369863,1,0.0273972602739726,1,1.0,4,0.0,8000.0,0.0022276993840932846,0.005184900015592575,0.25,0.6153846153846154
500,M3,M3 Full Graph + Hungarian,1.0,0.046,23,5,0.2602739726027397,3,0.2602739726027397,3,0.0821917808219178,2,1.5833333333333333,4,0.0,8000.0,0.006729099783115089,0.009763200068846345,0.6,0.4
1000,M3,M3 Full Graph + Hungarian,1.0,0.029,29,4,0.3150684931506849,4,0.3150684931506849,4,0.0547945205479452,1,2.5714285714285716,4,0.0,11250.0,0.008846600539982319,0.012595799984410405,0.4375,0.5625
2000,M3,M3 Full Graph + Hungarian,1.0,0.017,34,7,0.3561643835616438,6,0.3561643835616438,6,0.0958904109589041,3,2.140625,4,3250.0,750.0,0.011402500327676535,0.016461499966681004,0.8,0.2
3000,M3,M3 Full Graph + Hungarian,1.0,0.014,42,10,0.4520547945205479,10,0.4520547945205479,10,0.136986301369863,4,2.207547169811321,4,666.6666666666666,1666.6666666666665,0.01671779982279986,0.023220099974423647,0.8833333333333332,0.11666666666666665
4000,M3,M3 Full Graph + Hungarian,1.0,0.009,36,10,0.3972602739726027,9,0.3972602739726027,9,0.1506849315068493,4,1.980392156862745,4,0.0,3000.0,0.016157599864527583,0.02275780006311834,0.85,0.15
5000,M3,M3 Full Graph + Hungarian,1.0,0.0098,49,16,0.5616438356164384,12,0.5616438356164384,12,0.2191780821917808,4,1.888235294117647,4,0.0,3000.0,0.02402380050625652,0.032265600049868226,0.85,0.15
6000,M3,M3 Full Graph + Hungarian,1.0,0.011,66,20,0.7671232876712328,16,0.7671232876712328,16,0.273972602739726,4,1.8588235294117648,4,0.0,3000.0,0.031913200044073164,0.04113040002994239,0.85,0.15
7000,M3,M3 Full Graph + Hungarian,1.0,0.010857142857142857,76,22,0.8493150684931506,17,0.8493150684931506,17,0.3013698630136986,4,1.9568627450980391,4,1000.0,2000.0,0.039328400045633316,0.049763199989683926,0.85,0.15
8000,M3,M3 Full Graph + Hungarian,1.0,0.0115,92,25,1.0273972602739727,20,1.0273972602739727,20,0.3424657534246575,4,2.2311320754716983,4,666.6666666666666,1666.6666666666665,0.04496949887834489,0.05511830002069473,0.8833333333333332,0.11666666666666665
9000,M3,M3 Full Graph + Hungarian,1.0,0.011888888888888888,107,26,1.2328767123287672,24,1.2328767123287672,24,0.3561643835616438,4,2.2365805168986084,4,2566.6666666666665,666.6666666666666,0.058186400099657476,0.06948299997020513,0.8383333333333334,0.16166666666666665
